债券代码,债券简称,申购日期,申购代码,正股代码,正股简称,中签率,上市时间,信用评级
110017,中海转债,2011-08-01,733026,600026,中远海能,0.32775285,2011-08-12,AAA
129031,巨轮转2,2011-07-19,072031,002031,巨轮智能,0.421413,2011-08-04,AA-
125089,深机转债,2011-07-15,070089,000089,深圳机场,1.340502,2011-08-10,AAA
110016,川投转债,2011-03-21,733674,600674,川投能源,0.56076747,2011-03-31,AA+
110015,石化转债,2011-02-23,733028,600028,中国石化,0.5915442,2011-03-07,AAA
125887,中鼎转债,2011-02-11,070887,000887,中鼎股份,0.22361624,2011-03-01,AA
110013,国投转债,2011-01-25,733886,600886,国投电力,0.23933947,2011-02-15,AAA
110012,海运转债,2011-01-07,733798,600798,宁波海运,0.21219168,2011-01-20,AA
110011,歌华转债,2010-11-25,733037,600037,歌华有线,0.4762043,2010-12-10,AAA
126729,燕京转债,2010-10-15,070729,000729,燕京啤酒,0.0761902683,2010-11-03,AA+
113002,工行转债,2010-08-31,783398,601398,工商银行,0.82312741,2010-09-10,AAA
128233,塔牌转债,2010-08-26,072233,002233,塔牌集团,0.221529,2010-09-16,AA-
126630,铜陵转债,2010-07-15,070630,000630,铜陵有色,0.57551,2010-08-06,AA
113001,中行转债,2010-06-02,783988,601988,中国银行,1.89149048,2010-06-18,AAA
125731,美丰转债,2010-06-02,070731,000731,四川美丰,1.1667376,2010-06-25,AA
110009,双良转债,2010-05-04,733481,600481,双良节能,0.38672931,2010-05-14,AA
110008,王府转债,2009-10-19,733859,600859,王府井,0.13724713,2009-10-30,AA
110007,博汇转债,2009-09-23,733966,600966,博汇纸业,0.10594958,2009-10-16,AA-
125969,安泰转债,2009-09-16,070969,000969,安泰科技,0.17619513,2009-10-12,AA
110006,龙盛转债,2009-09-14,733352,600352,浙江龙盛,0.17260478,2009-09-25,AA+
110005,西洋转债,2009-09-03,733558,600558,大西洋,0.16046928,2009-09-21,AA-
110004,厦工转债,2009-08-28,733815,600815,厦工股份,0.12831172,2009-09-11,AA+
126019,09长虹债,2009-07-31,733839,600839,四川长虹,0.2691616,2009-08-19,AA
126018,08江铜债,2008-09-22,733362,600362,江西铜业,1.2104992,2008-10-10,AAA
110003,新钢转债,2008-08-21,733782,600782,新钢股份,0.7864831,2008-09-05,AA+
126017,08葛洲债,2008-06-26,733068,600068,葛洲坝,0.25012235,2008-07-11,AAA
126016,08宝钢债,2008-06-20,733019,600019,宝钢股份,0.61040733,2008-07-04,AAA
126015,08康美债,2008-05-08,733518,600518,康美药业,0.58759344,2008-05-26,AA+
126014,08国电债,2008-05-07,733795,600795,国电电力,0.51227909,2008-05-22,AAA
125528,柳工转债,2008-04-18,070528,000528,柳工,0.3948258283,2008-05-06,AAA
110002,南山转债,2008-04-18,733219,600219,南山铝业,2.00746423,2008-05-13,AA
126013,08青啤债,2008-04-02,733600,600600,青岛啤酒,0.30119216,2008-04-18,AAA
110368,五洲转债,2008-02-29,733368,600368,五洲交通,0.20140144,2008-03-14,AAA
126012,08上港债,2008-02-20,733018,600018,上港集团,0.37946159,2008-03-07,AAA
126011,08石化债,2008-02-20,733028,600028,中国石化,1.3146638,2008-03-04,AAA
115003,中兴债1,2008-01-30,070063,000063,中兴通讯,1.88975433,2008-02-22,AAA
126010,08中远债,2008-01-28,733428,600428,中远海特,0.84985151,2008-02-26,AAA
126009,08赣粤债,2008-01-28,733269,600269,赣粤高速,1.56138382,2008-02-28,AAA
125572,海马转债,2008-01-16,070572,000572,海马汽车,0.4120096696,2008-01-30,AAA
110598,大荒转债,2007-12-19,733598,600598,北大荒,0.53437573,2007-12-28,AA
126008,08上汽债,2007-12-19,733104,600104,上汽集团,0.50512098,2008-01-08,AAA
125709,唐钢转债,2007-12-14,070709,000709,河钢股份,1.2342188236,2007-12-28,AAA
126007,07日照债,2007-11-27,733017,600017,日照港,0.70535556,2007-12-12,AAA
110227,赤化转债,2007-10-10,733227,600227,赤天化,0.15885419,2007-10-23,AAA
126006,07深高债,2007-10-09,733548,600548,深高速,0.29030449,2007-10-30,AAA
110971,恒源转债,2007-09-24,733971,600971,恒源煤电,5.31177382,2007-10-12,AAA
110567,山鹰转债,2007-09-05,733567,600567,山鹰国际,0.49639122,2007-09-17,AA
110026,中海转债,2007-07-02,733026,600026,中远海能,1.33345287,2007-07-12,AAA
